120
-0.1878197,0.8331159,-0.5188454,0.03796366,-3.1456,0.2549454,3.98432,0.1123507,0.9589021,0.04444212,0.2567274,-0.4894945,-0.002021223,3.311121,-0.4938396,-0.2378352,-0.2484436,0.7986442,-1.994903,0.7250167,5.836339
-0.1872431,0.8329586,-0.5192952,0.03811277,-3.147081,0.2546121,3.985435,0.1117147,0.9591999,0.0450139,0.2557911,-0.4894655,-0.001486114,3.310339,-0.5006962,-0.2342895,-0.252868,0.7940212,-1.967409,0.7191871,5.866386
-0.1869277,0.8333211,-0.5187162,0.0395925,-3.148453,0.2544675,3.986321,0.1114096,0.9594218,0.04470188,0.2551461,-0.4900629,-0.001270906,3.310524,-0.5063933,-0.2303687,-0.2559815,0.7905502,-1.937507,0.7109302,5.894515
-0.187908,0.8333929,-0.5182706,0.03927594,-3.148982,0.2543737,3.986518,0.1113046,0.9596652,0.04466387,0.2542818,-0.4905492,-0.00164736,3.31005,-0.5107474,-0.2284612,-0.2603344,0.7868727,-1.907064,0.7018049,5.923646
-0.1885379,0.8336089,-0.5176687,0.03960735,-3.149714,0.2542133,3.986867,0.1105681,0.9600741,0.0465728,0.252712,-0.4904431,-0.0005570806,3.307818,-0.5155647,-0.2269337,-0.2646303,0.7827291,-1.875595,0.690537,5.952896
-0.1884722,0.8338718,-0.517208,0.04039788,-3.151289,0.2535111,3.987742,0.1069285,0.9600921,0.04816533,0.2539087,-0.4889603,0.002480191,3.309482,-0.5232731,-0.2267677,-0.2675827,0.7766346,-1.842695,0.6814428,5.983176
-0.1911613,0.8337822,-0.51637,0.04033159,-3.150967,0.2540712,3.987546,0.1065193,0.9600047,0.04790786,0.2544591,-0.4900953,0.002646057,3.311014,-0.5291384,-0.2296847,-0.2685495,0.7714523,-1.808299,0.6746568,6.012395
-0.1901431,0.8343734,-0.5157025,0.04144378,-3.153255,0.2535388,3.987665,0.1044335,0.960694,0.05204806,0.2518965,-0.4889674,0.004071088,3.307176,-0.5359102,-0.2329039,-0.270099,0.7652467,-1.77402,0.6669956,6.04246
-0.1912711,0.8345497,-0.5149829,0.0416514,-3.15355,0.2534406,3.987741,0.1041458,0.960645,0.05178824,0.2522554,-0.4897449,0.004074822,3.308966,-0.5409412,-0.2373057,-0.2728181,0.7593675,-1.740888,0.6579496,6.073508
-0.1924872,0.8344917,-0.5145994,0.04194936,-3.15393,0.2538187,3.988552,0.1034848,0.9608621,0.05334617,0.2513746,-0.4896154,0.005314315,3.308126,-0.5448306,-0.2436693,-0.2741453,0.7540752,-1.707559,0.6509051,6.104685
-0.1925324,0.8344994,-0.5144952,0.04285775,-3.155472,0.2539158,3.989583,0.1028825,0.9609795,0.05596767,0.250602,-0.4892197,0.005305604,3.307673,-0.5496883,-0.2503014,-0.2755067,0.7478556,-1.675647,0.6438173,6.136074
-0.1926017,0.8349555,-0.5136407,0.04389954,-3.157266,0.2536741,3.989911,0.09911913,0.9591058,0.06802765,0.2562493,-0.49244,0.003399489,3.312585,-0.5547469,-0.256939,-0.2763079,0.7415472,-1.643788,0.6356611,6.167174
-0.19395,0.8347765,-0.5133235,0.04506394,-3.158239,0.2542595,3.990669,0.0981136,0.958937,0.07304015,0.2558883,-0.4915152,0.00311614,3.314618,-0.5577289,-0.2626186,-0.2774756,0.7368699,-1.61283,0.6249951,6.195536
-0.1951884,0.8350968,-0.5123119,0.04529244,-3.158674,0.2542052,3.991489,0.09769996,0.9581596,0.07918753,0.2571273,-0.4924511,0.002354904,3.318443,-0.5596337,-0.2680476,-0.2780891,0.7332306,-1.581992,0.6144108,6.223424
-0.1970084,0.8354058,-0.5110332,0.04615137,-3.158553,0.254348,3.992543,0.1051875,0.9579691,0.07693891,0.2555608,-0.4954041,-0.0009118316,3.321581,-0.5607473,-0.270044,-0.2796141,0.7310641,-1.551738,0.5988805,6.248539
-0.196725,0.8363406,-0.5095,0.04736539,-3.160072,0.2536782,3.993284,0.1027557,0.9566453,0.08740056,0.2581322,-0.4966932,-0.002671466,3.329539,-0.564229,-0.273236,-0.2778538,0.7278634,-1.521328,0.587681,6.272759
-0.1987507,0.835776,-0.5096771,0.0469675,-3.159394,0.254615,3.995113,0.09462349,0.9566453,0.1038628,0.2551249,-0.4908138,0.003709925,3.32938,-0.5669516,-0.2747568,-0.277687,0.7252342,-1.492405,0.5725812,6.295777
-0.1995849,0.835907,-0.5090797,0.04757273,-3.160192,0.2552373,3.996178,0.09363986,0.9536868,0.1206924,0.2591263,-0.4955169,-0.002072526,3.336825,-0.5691454,-0.2747116,-0.2776689,0.7235379,-1.464205,0.5565436,6.316228
-0.2003298,0.8365386,-0.5077281,0.04778574,-3.160187,0.2550459,3.996988,0.09085567,0.9525313,0.133157,0.2582608,-0.4931167,0.001643524,3.34285,-0.5708771,-0.2752888,-0.2770047,0.7222076,-1.437274,0.5412195,6.33483
-0.1986117,0.8378366,-0.5060364,0.05010537,-3.163251,0.2539969,3.999082,0.09131949,0.9493011,0.1463965,0.2627857,-0.4962555,-0.002526786,3.356072,-0.5723085,-0.2767828,-0.2761211,0.7208408,-1.413691,0.5283275,6.353556
-0.197933,0.8375338,-0.506744,0.05069669,-3.164554,0.2551003,4.001496,0.08578091,0.9453017,0.1709313,0.2642515,-0.4982744,-0.004411853,3.366191,-0.5754167,-0.2778919,-0.2749762,0.7183731,-1.390957,0.5166829,6.37107
-0.1993359,0.837745,-0.5058742,0.05039676,-3.164019,0.2562381,4.002646,0.08706414,0.9405977,0.18922,0.2681262,-0.5015694,-0.00886879,3.37918,-0.5776399,-0.2800271,-0.2730212,0.7165028,-1.370406,0.5066746,6.387959
-0.1997727,0.8386229,-0.5042809,0.05003403,-3.164097,0.2560503,4.003648,0.08321985,0.9349638,0.2185346,0.2667581,-0.5023292,-0.01239863,3.386993,-0.5793824,-0.2806647,-0.2706682,0.7157389,-1.348337,0.4963331,6.401136
-0.1996995,0.8393577,-0.5030735,0.05015898,-3.164056,0.2555848,4.004786,0.08012971,0.9307619,0.2406839,0.2633113,-0.5002417,-0.01122266,3.396586,-0.5815908,-0.2801508,-0.2697841,0.7144818,-1.328464,0.483801,6.413549
-0.200206,0.8397141,-0.5022435,0.05049171,-3.164288,0.2564241,4.005836,0.07801829,0.9244211,0.2638786,0.2640583,-0.501613,-0.01452448,3.411235,-0.5845338,-0.279231,-0.2684427,0.7129438,-1.307979,0.4735514,6.424087
-0.1999964,0.840177,-0.5015037,0.05097141,-3.164041,0.2563863,4.007469,0.07478106,0.9180722,0.2895448,0.260221,-0.4997068,-0.01538295,3.419751,-0.5881271,-0.2780567,-0.2674072,0.7108336,-1.289287,0.4631952,6.433962
-0.1989517,0.8413281,-0.5000208,0.05064028,-3.163805,0.2550417,4.008639,0.0724626,0.9129142,0.3111594,0.2540013,-0.4976774,-0.01469429,3.43076,-0.5910156,-0.2756575,-0.2671215,0.7094784,-1.270164,0.4518407,6.442044
-0.1996195,0.841494,-0.4994222,0.0511608,-3.163255,0.2558977,4.009996,0.0717968,0.9072945,0.3322604,0.2475178,-0.4960302,-0.01596192,3.440063,-0.591071,-0.2752266,-0.2669733,0.7096553,-1.252734,0.4415869,6.449788
-0.1991254,0.8420998,-0.4985675,0.05145438,-3.163283,0.2553814,4.011144,0.07021223,0.9014806,0.3530023,0.2404006,-0.494089,-0.01736346,3.450555,-0.5921946,-0.2750945,-0.2668233,0.7088257,-1.236553,0.4331453,6.456643
-0.1989447,0.8423185,-0.4983246,0.05092373,-3.162705,0.2557955,4.012754,0.07213528,0.8955405,0.3705015,0.2356528,-0.4952301,-0.02347695,3.463898,-0.5923248,-0.2754479,-0.2663958,0.7087405,-1.221929,0.424969,6.462874
-0.1981158,0.8432375,-0.4970486,0.05141406,-3.163001,0.255316,4.014187,0.0715801,0.8880286,0.3927242,0.2281431,-0.4949227,-0.02572773,3.470446,-0.5923012,-0.2735558,-0.2678535,0.7089437,-1.207365,0.4144434,6.46784
-0.1983668,0.8442046,-0.4953482,0.05098424,-3.162138,0.2551182,4.014583,0.07040604,0.8823037,0.4097406,0.2206714,-0.4938147,-0.02803642,3.480245,-0.5918184,-0.274864,-0.2667225,0.7092672,-1.194298,0.4096453,6.471927
-0.1980196,0.8442833,-0.495288,0.05161139,-3.162482,0.255741,4.016847,0.07056855,0.8757412,0.4278182,0.2122948,-0.4940271,-0.03193121,3.488199,-0.5890045,-0.2756293,-0.2649756,0.7119621,-1.180885,0.4044765,6.474111
-0.1977813,0.8451874,-0.4938245,0.05175146,-3.1618,0.2555991,4.018117,0.06833102,0.8702211,0.4439506,0.2023707,-0.4917904,-0.03112153,3.496014,-0.5882344,-0.2766637,-0.2638102,0.7126302,-1.169945,0.4009044,6.477378
-0.1986426,0.8457046,-0.4926149,0.051531,-3.160553,0.2559841,4.01871,0.06688504,0.8635729,0.4606324,0.1938715,-0.4914718,-0.03404537,3.50335,-0.586099,-0.2780513,-0.2614492,0.7147166,-1.159146,0.3993555,6.478418
-0.1991106,0.8461961,-0.4916073,0.05127817,-3.159365,0.2556483,4.019933,0.06304432,0.8568661,0.4770845,0.1849228,-0.490438,-0.0331836,3.511973,-0.5834109,-0.2793339,-0.2592193,0.7172236,-1.148279,0.3969751,6.478262
-0.197264,0.8471974,-0.4905592,0.05191538,-3.160438,0.2554538,4.02138,0.05861065,0.8514807,0.491512,0.1730936,-0.4885591,-0.03173544,3.517053,-0.5818666,-0.280014,-0.2570677,0.7189852,-1.139978,0.3962353,6.478115
-0.1963473,0.848139,-0.489296,0.05193692,-3.160337,0.255185,4.022846,0.05375138,0.8451456,0.5057113,0.1646083,-0.4884683,-0.0321653,3.525146,-0.581672,-0.2823884,-0.2546955,0.7190582,-1.132954,0.3993985,6.478878
